"","Var1","Freq"
"1737","수염",1
"1738","수조",1
"1739","수치",1
"1740","수퍼맨",1
"1741","수화",1
"1742","순",1
"1743","순수",1
"1744","순정",1
"1745","쉼표",1
"1746","스웨터",1
"1747","스윗",1
"1748","스쿠터",1
"1749","스타",1
"1750","스트라이크",1
"1751","시름",1
"1752","시험",1
"1753","식구",1
"1754","식당",1
"1755","식은땀",1
"1756","식지",1
"1757","식충",1
"1758","식탁",1
"1759","신",1
"1760","신당",1
"1761","신부",1
"1762","신부가",1
"1763","신사",1
"1764","신조",1
"1765","실력",1
"1766","실적",1
"1767","싫증",1
"1768","심박",1
"1769","싱글",1
"1770","싹",1
"1771","쌍둥이",1
"1772","씨앗",1
"1773","아날",1
"1774","아들",1
"1775","아래위",1
"1776","아쉬움",1
"1777","아스팔트",1
"1778","아이스",1
"1779","아이스커피",1
"1780","아일",1
"1781","아줌마",1
"1782","아지",1
"1783","아틀란티스",1
"1784","악보",1
"1785","악세사리",1
"1786","악수",1
"1787","안경",1
"1788","안달",1
"1789","안정감",1
"1790","알랑",1
"1791","애원",1
"1792","애정",1
"1793","야자나무",1
"1794","야자수",1
"1795","양치",1
"1796","어귀",1
"1797","어귀에서",1
"1798","어두",1
"1799","어린",1
"1800","어스름",1
"1801","언니",1
"1802","언어",1
"1803","얼룩",1
"1804","업무",1
"1805","엉망",1
"1806","에어컨",1
"1807","엔돌핀",1
"1808","여기저기",1
"1809","여러분",1
"1810","여인숙",1
"1811","역사",1
"1812","연",1
"1813","연락처",1
"1814","연상",1
"1815","연애",1
"1816","열기",1
"1817","열린",1
"1818","열쇠",1
"1819","영활",1
"1820","옆집",1
"1821","예고",1
"1822","예술",1
"1823","예술가",1
"1824","예외",1
"1825","옛집",1
"1826","오디오",1
"1827","오랫만",1
"1828","오메가",1
"1829","오빠야",1
"1830","오예",1
"1831","오줌",1
"1832","오픈카",1
"1833","옥수수",1
"1834","온기",1
"1835","와서",1
"1836","와우",1
"1837","와주",1
"1838","왜인",1
"1839","외국인",1
"1840","외딴섬",1
"1841","외모",1
"1842","외식",1
"1843","외침",1
"1844","외톨이",1
"1845","요령",1
"1846","요일",1
"1847","욕",1
"1848","우려",1
"1849","우유",1
"1850","운동장",1
"1851","운전",1
"1852","울림",1
"1853","움",1
"1854","움직임",1
"1855","워렌",1
"1856","워터",1
"1857","웨딩드레스",1
"1858","웬일",1
"1859","위안",1
"1860","유리알",1
"1861","유효",1
"1862","은",1
"1863","은아",1
"1864","은행",1
"1865","음",1
"1866","음표",1
"1867","의심",1
"1868","이것저것",1
"1869","이듬해",1
"1870","이란",1
"1871","이럴",1
"1872","이맘때쯤",1
"1873","이민",1
"1874","이방인",1
"1875","이보",1
"1876","이어폰",1
"1877","이외",1
"1878","이유란",1
"1879","이율",1
"1880","이쪽",1
"1881","인간",1
"1882","인기",1
"1883","인디",1
"1884","인마",1
"1885","인사말",1
"1886","인정",1
"1887","인지도",1
"1888","인척",1
"1889","인터넷",1
"1890","일로",1
"1891","일부",1
"1892","일자리",1
"1893","일주",1
"1894","일진",1
"1895","일해",1
"1896","입맛",1
"1897","입자",1
"1898","자니",1
"1899","자도",1
"1900","자락",1
"1901","자의",1
"1902","자전거",1
"1903","자책감",1
"1904","작품",1
"1905","잔치",1
"1906","잠결",1
"1907","잠바",1
"1908","잠자리",1
"1909","잡",1
"1910","잡기",1
"1911","장담",1
"1912","장면",1
"1913","장미꽃",1
"1914","장의",1
"1915","재롱",1
"1916","재수",1
"1917","재즈",1
"1918","재지",1
"1919","쟁취",1
"1920","쟤",1
"1921","저녁상",1
"1922","저마",1
"1923","저울",1
"1924","저하",1
"1925","전경",1
"1926","전세",1
"1927","전용",1
"1928","전쟁터",1
"1929","절",1
"1930","절망",1
"1931","절벽",1
"1932","젊음",1
"1933","젓가락",1
"1934","정",1
"1935","정거장",1
"1936","정돈",1
"1937","정리",1
"1938","정반대",1
"1939","정주",1
"1940","정직",1
"1941","정해준",1
"1942","제자",1
"1943","조언",1
"1944","조여",1
"1945","졸고",1
"1946","종소리",1
"1947","종잇조각",1
"1948","종착역",1
"1949","좌우",1
"1950","주네",1
"1951","주마",1
"1952","주말",1
"1953","주스",1
"1954","주자",1
"1955","주저",1
"1956","주지",1
"1957","주체",1
"1958","죽기",1
"1959","죽음",1
"1960","준거",1
"1961","줄기",1
"1962","중심",1
"1963","중압감",1
"1964","중요",1
"1965","즉흥",1
"1966","지갑",1
"1967","지구인",1
"1968","지면",1
"1969","지우진",1
"1970","지적",1
"1971","지하철",1
"1972","직사광선",1
"1973","직장",1
"1974","진",1
"1975","진도",1
"1976","진지한",1
"1977","진채",1
"1978","진한",1
"1979","진해",1
"1980","진흙",1
"1981","질색",1
"1982","짐작",1
"1983","집도",1
"1984","쪽지",1
"1985","찍자",1
"1986","차고",1
"1987","차이",1
"1988","차창",1
"1989","찬바람",1
"1990","책가방",1
"1991","책임감",1
"1992","천재",1
"1993","철부지",1
"1994","첫날밤",1
"1995","첫사랑",1
"1996","청소",1
"1997","청승",1
"1998","청해",1
"1999","체",1
"2000","초생달",1
"2001","초원",1
"2002","초점",1
"2003","촉",1
"2004","촌",1
"2005","최선",1
"2006","쵸콜릿",1
"2007","출근길",1
"2008","출동",1
"2009","출발역",1
"2010","충격",1
"2011","충전",1
"2012","취향",1
"2013","치",1
"2014","침",1
"2015","침대",1
"2016","카드",1
"2017","칼",1
"2018","칼날",1
"2019","칼바람",1
"2020","캠퍼스",1
"2021","컨디션",1
"2022","컨셉",1
"2023","케익",1
"2024","코드",1
"2025","코발트",1
"2026","코스",1
"2027","콜",1
"2028","콜라",1
"2029","콧대",1
"2030","퀴즈",1
"2031","크린",1
"2032","큰사랑",1
"2033","클래스",1
"2034","킬",1
"2035","타기",1
"2036","타의",1
"2037","타이",1
"2038","타입",1
"2039","타자",1
"2040","탁자",1
"2041","탈",1
"2042","태",1
"2043","터널",1
"2044","터프가이",1
"2045","텐",1
"2046","텔레비전",1
"2047","퇴근길",1
"2048","투명",1
"2049","투성",1
"2050","튜브",1
"2051","트러블",1
"2052","틈틈",1
"2053","틴",1
"2054","파라다이스",1
"2055","파라솔",1
"2056","파란색",1
"2057","파랑새",1
"2058","파벌",1
"2059","파워",1
"2060","파주",1
"2061","파크",1
"2062","파트너",1
"2063","판단",1
"2064","판매",1
"2065","팔레트",1
"2066","팔베개",1
"2067","팔짱",1
"2068","팥빙수",1
"2069","팬티",1
"2070","퍼",1
"2071","페인",1
"2072","편의",1
"2073","편의점",1
"2074","평균대",1
"2075","평온",1
"2076","폐인",1
"2077","포로",1
"2078","포인트",1
"2079","포장마차",1
"2080","폭",1
"2081","폭풍",1
"2082","폴라로이드",1
"2083","퐁당퐁당",1
"2084","표",1
"2085","표독",1
"2086","풀벌레",1
"2087","품이",1
"2088","프로",1
"2089","피부",1
"2090","피진",1
"2091","핑크",1
"2092","하기",1
"2093","하란",1
"2094","하세",1
"2095","하얀색",1
"2096","하이야",1
"2097","하품",1
"2098","학년",1
"2099","한가",1
"2100","한꺼번",1
"2101","한내",1
"2102","한방",1
"2103","한소리",1
"2104","한손",1
"2105","한장",1
"2106","한줄기",1
"2107","한지",1
"2108","합세",1
"2109","합체",1
"2110","핫",1
"2111","핫바",1
"2112","해달",1
"2113","해랑",1
"2114","햇볕",1
"2115","행각",1
"2116","행복감",1
"2117","향내",1
"2118","향수",1
"2119","허브",1
"2120","허상",1
"2121","허풍",1
"2122","헤어",1
"2123","헤이",1
"2124","헬스",1
"2125","혀",1
"2126","현상",1
"2127","호기심",1
"2128","호텔",1
"2129","혼란",1
"2130","혼잣말",1
"2131","홈",1
"2132","화면",1
"2133","화이트",1
"2134","황홀",1
"2135","회사",1
"2136","효과",1
"2137","후보",1
"2138","휴식처",1
"2139","흙",1
"2140","흙바닥",1
"2141","흡입",1
"2142","희열",1
