게시글번호,제목,닉네임,날짜,조회수,추천수
4077,마이크 케이블 뭐쓰시나요??[7],김갤러거,2013-12-19,151,0
4060,레코딩할때.동영상은 뭘로 찍으시나요??[1],김갤러거,2013-12-17,86,0
4054,겨울 기타 장갑?[5],Moons,2013-12-15,179,0
4052,앰프에대해서 질문드립니다 도와주세요 ㅠㅠ?[4],Ikos,2013-12-14,134,0
4051,겨울이라 밖에서 하면 얼어죽을것 같네요?[11],냄새나는 빵집,2013-12-14,218,1
4026,해운대 버스킹?[14],귀욤크라운,2013-12-08,183,0
4013,남포동 버스킹?[9],귀욤크라운,2013-12-07,154,0
4002,버스킹을 멜로디언 메인으로?[7],zxcasd0615,2013-12-03,167,0
3985,첫버스킹을 하려합니다?[2],버스버스킹,2013-11-28,253,0
3982,버스킹에 쓰이는 엠프에 대한 질문이 있습니다.?[1],12NY,2013-11-28,151,0
3930,부산에서 버스킹할 계획입니다 조언 부탁드려요~?[2],성민,2013-11-17,129,0
3929,힙합 버스킹관련 질문?[2],거스커,2013-11-16,145,0
3914,요즘 버스킹 많이하는 곳이 어디에요??[9],홍익스피릿,2013-11-13,252,0
3913,첫 버스킹 하려합니다 도와주세요?[3],강치사냥,2013-11-13,207,0
3907,12월에 버스킹존을 만들어 보려고 하는데 주의할 사항있나요??[4],12NY,2013-11-12,202,0
3896,버스킹 모니터?[3],Moons,2013-11-11,132,0
3894,버스킹때 건반을 쓰면요!!!?[4],원대,2013-11-10,186,0
3880,앰프문의드립니다?[3],후니,2013-11-08,156,0
3879,겨울에는 주로 어디서 공연 하시나요..??[3],rhype,2013-11-07,239,0
0,?겨울에는 주로 어디서 공연 하시나요..??[5],김캡틴,2013-11-08,0,0
3875,카혼 쓰시는 분 도움 좀 주세요~ 사운드 문제입니다~?[2],토이스피커,2013-11-07,107,0
3862,바차임이라는 버스킹 악기 어떤게 좋은지 아세요???[18],토이스피커,2013-11-05,231,0
3861,버스킹 장소추천요?[1],foofighters2,2013-11-05,126,0
3849,카혼 구입시 주의사항은??[2],zxcasd0615,2013-11-03,121,0
3828,roland cube street 엠프 써 보신분??? 효과적인 설정 노하우 좀 알려주세요~?[3],토이스피커,2013-10-30,278,0
0,?roland cube street 엠프 써 보신분??? 효과적인 설정 노하우 좀 알려주세요~,그대는참예뻐요,2013-11-01,0,0
3808,아텍 에비뉴 음질 원래 이런가요??[6],Moons,2013-10-27,250,0
3803,"베이스, 어쿠스틱, 멜로디언 조합 어떠할지????[8]",zxcasd0615,2013-10-27,144,0
3796,버스킹관련 질문이요!!?[4],ㅡㅡ,2013-10-24,133,0
3795,비트박스?[5],zxcasd0615,2013-10-24,90,0
3787,첫 버스킹 장비관련?[2],반쪽얼굴oD,2013-10-24,221,0
3775,버스킹 장비와 여건에 대해?[6],zxcasd0615,2013-10-21,243,0
3769,"안녕하세요, 장비 관련 질문드립니다.?[14]",instDEF,2013-10-19,268,0
3765,여쭤볼게있습니다~?[11],Ws,2013-10-18,98,0
3764,여기도스트릿엠프 질문^_^ 궁금해요~,rhwpghd,2013-10-18,122,0
0,?여기도스트릿엠프 질문^_^ 궁금해요~,우유에타무거,2013-10-19,0,0
3762,올해 12월 겨울에 거리공연을하려합니다!!질문이있는데 도와주세요!!?[20],Ikos,2013-10-18,235,0
3741,캐리어 가방좀 추천 부탁 드립니다~~?[3],quitksh,2013-10-15,159,0
3723,서울 버스킹 장소!?[2],씬난다야호,2013-10-12,268,0
3721,장비들 어떻게 챙겨다니세요??[6],Moons,2013-10-11,281,0
0,?장비들 어떻게 챙겨다니세요?,토이스피커,2013-10-12,0,0
3706,장소를 어디기좋을지 모르겠어요?[5],쪼꼬아잉,2013-10-09,180,0
3696,일산에서 버스킹하려고 준비하고있는데..,Ws,2013-10-08,124,0
3683,중랑천에서 버스킹 하려고 하는데?[6],개구리짱,2013-10-07,177,0
0,?중랑천에서 버스킹 하려고 하는데,우유에타무거,2013-10-07,0,0
3681,롤랜드 큐브스트리트 VS AC-33?[8],씬난다야호,2013-10-07,306,0
3677,처음 버스킹을 시작합니다!?[14],UTHSH,2013-10-06,273,0
3675,버스킹 퍼커션 심벌 질문입니다.?[5],Of Monsters,2013-10-06,143,0
3667,버스킹하실때 케이블 길이 몇미터 쓰시나요??[1],김갤러거,2013-10-05,79,0
3657,버스킹할때 케이블 길이 어느정도면 충분한가요??[6],김갤러거,2013-10-03,111,0
3607,여의도 한강공원 (서울색공원) 버스킹 허가 필요한가요??[12],케세라세라,2013-09-29,336,0
3592,큐브스트릿 앰프에 마이크 몇개까지??[7],긔,2013-09-27,252,0
3587,일톤트럭과 버스킹.?[36],광대,2013-09-26,247,0
3586,앰프어떻게들고다니시나요.?[4],Moons,2013-09-26,227,0
3583,아직 아무것도 모르는 생초보가 질문 드립니다!!?[4],RewTE,2013-09-25,182,0
3577,버스킹 질문드립니다,모노폴리,2013-09-25,140,0
0,?버스킹 질문드립니다,김캡틴,2013-09-25,0,0
3576,신입니다.. 좀 지루한 질문이지만 장비질문좀 드릴께요..ㅠ?[4],노래한다,2013-09-24,166,0
3557,　버스킹의 정의...,김연우,2013-09-23,204,0
0,?　버스킹의 정의...?[4],우유에타무거,2013-09-23,0,0
0,?　버스킹의 정의...,DreamFox,2013-10-06,0,0
3538,도와주세요 ㅠ?[11],alzl0319,2013-09-20,135,0
3502,젬베와 같이 쓸만한 심벌 추천 부탁드려요~?[9],개구리짱,2013-09-11,126,0
3489,버스킹건반 쓰시는분들 계신가요~?추천좀요!?[19],편도결석,2013-09-10,243,0
3484,파워뱅크 어느걸 써야 할까요...?[2],웅아범,2013-09-09,160,0
3474,엠프를사려고하는데요?[3],목쟁이,2013-09-07,147,0
3440,버스킹 질문 !?[15],비나비,2013-09-02,178,0
3427,마이크 스태드 추천 부탁 드립니다.?[2],quitksh,2013-09-01,134,0
3416,한강인근 공원에서 공연하려면 어디에 허가를 신청해야하나요??[8],홈즈,2013-08-31,336,0
3413,베이스앰프 질문드립니다~!!!,비창,2013-08-31,58,0
3380,유럽에 가서 길거리공연할려면??[2],녀석참,2013-08-24,271,0
0,?유럽에 가서 길거리공연할려면?,이든,2013-08-25,0,0
3370,버스킹 장비 질문?[2],반쪽얼굴oD,2013-08-22,321,0
0,?버스킹 장비 질문?[1],김캡틴,2013-08-22,0,0
3360,버스킹 장비 엠프 질문 !?[12],wotkd6402,2013-08-21,302,0
3218,큐브 스트리트를 사긴 샀는데 이동문제가...?[12],버로우,2013-08-01,443,0
0,?큐브 스트리트를 사긴 샀는데 이동문제가...,유건우,2013-08-18,1,0
0,?큐브 스트리트를 사긴 샀는데 이동문제가...,b2_speaker,2013-09-13,0,0
3192,버스킹 시간 질문!~?[8],ZINAP,2013-07-28,237,0
0,?버스킹 시간 질문!~,유건우,2013-07-28,0,0
3182,"이번 8월 3일 정모 장비(앰프,마이크) 빌려주실 수 있는분...??[2]",오만상,2013-07-26,136,0
3178,도와주세요 ㅠㅠ버스킹시작..장비문의?[2],ch1283,2013-07-26,221,0
0,?도와주세요 ㅠㅠ버스킹시작..장비문의,b2_speaker,2013-09-13,0,0
3164,버스킹 본격적으로 시작하기 전에 앰프를 구비하려합니다.?[18],댄디몬,2013-07-24,395,0
3163,안녕하세요 질문이 있습니다?[2],광인,2013-07-24,69,0
0,?안녕하세요 질문이 있습니다,김캡틴,2013-07-25,0,0
3155,버스킹하실때 녹화 녹음은 어떻게 하시나요??[1],짬통버스커,2013-07-23,143,0
0,?버스킹하실때 녹화 녹음은 어떻게 하시나요?,맑은하늘,2013-07-23,0,0
3152,버스킹 하시는 건반 분들 ! 도움좀 부탁드려요 ㅜ?[1],skaworms3,2013-07-22,151,0
3140,쌩목 질문이에요?[3],pvsk5,2013-07-19,189,0
3135,버스킹 질문있는데욥!?[4],디오,2013-07-18,158,0
3120,버스킹 선배님들 여기 이제 날개를 펼치려는 저희에게 조언부탁드려요?[2],균사마,2013-07-16,254,0
3106,홍대에서 건반으로 버스킹 하는걸 보았는데 이미지 속 건반 어디 제품인가요??????[9],quitksh,2013-07-15,301,0
3105,버스킹 건반이요~?[5],편도결석,2013-07-15,198,0
0,?버스킹 건반이요~?[5],김캡틴,2013-07-15,0,0
3096,속물적으로 보일수 있지만 소심한 질문하나 올립니다.?[19],pvsk5,2013-07-12,428,0
3072,앰프 없이 통기타로만 버스킹 가능할까요??[3],펄잼,2013-07-11,416,0
0,?앰프 없이 통기타로만 버스킹 가능할까요?,김캡틴,2013-07-11,0,0
3044,앰프 둘 중 하나 고민중입니다?[1],김쏨,2013-07-07,241,0
3026,거리공연장소가 궁금합니다?[8],대박,2013-07-03,280,0
3009,버스킹 완전 쌩초보입니다.?[8],pvsk5,2013-07-01,287,0
3001,버스킹 장소&오디션 질문입니다!?[3],XD,2013-06-29,319,0
0,?버스킹 장소&오디션 질문입니다!,토리프랜,2013-06-30,0,0
0,?버스킹 장소&오디션 질문입니다!,토리프랜,2013-06-30,0,0
2986,큐브 스트릿에 y짹 사용해서 마이크 2개 연결 해보신분~?[7],quitksh,2013-06-26,205,0
2889,앰프관련 질문인데요!?[6],똥카혼,2013-06-17,162,0
2803,버스킹시 유의사항???[4],Crham,2013-06-09,317,0
2768,안녕하세요 버스킹 관련 앱을 제작중인데 여러분의 의견이 필요합니다!?[11],12kai,2013-06-07,160,0
2739,버스킹 영상을 촬영 잘할수 있는 핸드캠 추천 부탁해요~?[1],개구리짱,2013-06-05,62,0
2498,큐브스트리트 사용시 마이크 랑 기타 부분 바꿔쓰는게 더 좋은가요??[12],개구리짱,2013-05-09,391,0
0,?큐브스트리트 사용시 마이크 랑 기타 부분 바꿔쓰는게 더 좋은가요??[1],10holes,2013-05-11,0,0
2496,거리공연시 효과적으로 소리 나게 할수 있는 방법좀 알려주세요 엠프 설정이나 위치,개구리짱,2013-05-09,175,0
2484,버스킹 장비 큐브스트리트 질문이요?[1],goldphm,2013-05-08,275,0
0,?버스킹 장비 큐브스트리트 질문이요,오리너구리,2013-05-09,0,0
2364,vox da5 vs 마이크로큐브?[1],써니보이,2013-04-24,150,0
2363,카혼 마이킹 안하면 소리많이 묻히나요?[2],dogpmk1,2013-04-24,202,0
2343,"엠프추천좀 부탁드려요!(마이크두대,기타하나)?[6]",써니보이,2013-04-22,149,0
2342,장비 준비 최종단계까지 왔는데 머가 좋은 방법인지 모르겠네요ㅜ?,마티아,2013-04-22,238,0
0,?장비 준비 최종단계까지 왔는데 머가 좋은 방법인지 모르겠네요ㅜ,이든,2013-04-22,0,0
2334,버스킹 할려고 하는데 장비 문제 때문에 질문드려요!!?[12],마티아,2013-04-19,316,0
2329,은색막대기 샤라라 별소리내는 악기!!!?[2],써니보이,2013-04-18,187,0
0,?은색막대기 샤라라 별소리내는 악기!!!??,이든,2013-04-18,0,0
0,?은색막대기 샤라라 별소리내는 악기!!!,레오킴,2013-04-18,0,0
2300,앰프 들고다니실때 질문입니다..?[4],지니,2013-04-14,214,0
2298,버스킹하시는 분들께 묻습니다?[7],크리팅,2013-04-13,328,0
0,?버스킹하시는 분들께 묻습니다,토리프랜,2013-04-14,0,0
2280,버스킹에 도전해보려고 하는데요?[2],J Lite Year,2013-04-10,444,0
0,?버스킹에 도전해보려고 하는데요,김캡틴,2013-04-10,0,0
2219,퍼커션 질문 하나만 할께요~,Mcloudy,2013-04-02,147,0
0,?퍼커션 질문 하나만 할께요~,김캡틴,2013-04-03,0,0
2217,버스킹 음악 장르?[4],자근승연,2013-04-01,239,0
2215,아텍에비뉴 어떤가요??[1],쪼꼬아잉,2013-04-01,192,0
2213,이동이 간편한 마이크 스탠드 없나요???[7],신디,2013-03-31,259,0
2202,롤랜드 AC-33 쓰시는 분들 평가좀...?[4],신디,2013-03-29,335,0
0,?롤랜드 AC-33 쓰시는 분들 평가좀...,랩질의 R,2013-03-29,0,0
2201,통기타 연주 하시는 분들 기타 급..?[1],신디,2013-03-29,177,0
2198,대구동성로?[5],뚱뚜루,2013-03-29,157,0
2179,보컬2기타24채널앰프...?[2],idshow123,2013-03-27,110,0
2124,거리공연을 해보신 분께 궁금한 점이 있습니다 ! (공연시 문제되는점들),버스카드버스카드,2013-03-25,134,0
2088,"부산, 광주 버스킹 장소 추천좀 해주세요!!",기몽,2013-03-21,48,0
2011,부산버스킹하기좋은장소!!?[1],동아방송짱,2013-03-09,135,0
0,?부산버스킹하기좋은장소!!,본조비C,2013-03-09,0,0
1949,버스킹건반이요!?[16],GlowStick,2013-02-23,287,0
1927,버스킹에 대해?[2],wnsdud4949,2013-02-20,100,0
1892,버스킹앰프사려는데 도와주세요?[2],tkdwl4090,2013-02-11,379,0
0,?버스킹앰프사려는데 도와주세요?[4],뮈췬마음광구,2013-02-11,0,0
1846,버스킹 엠프 질문이요~~,개구리짱,2013-02-06,82,0
1788,장비 이동은 어떻게들 하시나요??,신드,2013-01-28,236,0
0,?장비 이동은 어떻게들 하시나요??,김캡틴,2013-01-28,1,0
1748,스탠드 추천좀해주세요,걸음이느린아이,2013-01-22,57,0
1661,여러가지 궁금한 질문들,레드스위치,2013-01-10,176,0
0,?여러가지 궁금한 질문들?[1],뮈췬마음광구,2013-01-11,0,0
1645,버스킹 준비물좀...,신혁,2013-01-07,186,0
0,?버스킹 준비물좀...?[2],뮈췬마음광구,2013-01-07,0,0
1638,젬베에대해서,qkstjrok,2013-01-05,121,0
0,?젬베에대해서,leeve,2013-01-07,0,0
1613,버스킹 준비물?[4],gkqhdbsemf,2012-12-31,473,1
0,?버스킹 준비물,뮈췬마음광구,2012-12-31,0,0
1608,버스킹할때 필요한 최적 엠프갯수?[1],Erin,2012-12-28,197,0
0,?버스킹할때 필요한 최적 엠프갯수,뮈췬마음광구,2012-12-28,0,0
1598,"드럼, 앰프, 마이크등 버스킹 장비대여에 대해 질문합니다.. ㅠ 꼭 봐주세요.",키크면 훈남,2012-12-27,113,0
1557,지금 저한테 필요한 장비가 뭘까요?,dfhfh,2012-12-20,144,0
0,?지금 저한테 필요한 장비가 뭘까요?,뮈췬마음광구,2012-12-20,0,0
0,?지금 저한테 필요한 장비가 뭘까요?,다크엘,2012-12-21,0,0
1550,제가 거리공연을하려고하는데......,ㅋㅋㅋㅋ,2012-12-19,218,0
0,?제가 거리공연을하려고하는데......,랩질의 R,2012-12-20,0,0
1508,버스킹 장소 추천부탁드립니다.~~?[6],JYD,2012-12-13,379,0
1507,버스킹 하려고합니다 질문좀 할게요ㅋ,부르주아,2012-12-13,79,0
1478,앰프 대여해주는곳있나요~?,내공사수,2012-12-10,140,0
0,?앰프 대여해주는곳있나요~??[4],랩질의 R,2012-12-12,0,0
1477,오늘 처음으로 밖에서 노래불러봤습니다?[1],내공사수,2012-12-10,283,0
1384,버스킹에 대해 여러가지 질문 들 ..ㅠ,키크면 훈남,2012-11-24,307,0
0,?버스킹에 대해 여러가지 질문 들 ..ㅠ??,뮈췬마음광구,2012-11-25,0,0
1371,홍대와 대학로 빼고 버스킹 할만한곳 어디없을까요?,jjabsse112,2012-11-20,251,0
0,?홍대와 대학로 빼고 버스킹 할만한곳 어디없을까요?,맑은하늘,2012-11-20,0,0
0,?홍대와 대학로 빼고 버스킹 할만한곳 어디없을까요?,랩질의 R,2012-11-21,0,0
0,?홍대와 대학로 빼고 버스킹 할만한곳 어디없을까요?,박카스,2012-11-22,0,0
1350,큐브스트릿 앰프 as가능한가요ㅠ,크레용파쓰,2012-11-16,122,0
0,?큐브스트릿 앰프 as가능한가요ㅠ,대일밴드,2012-12-12,1,0
1337,"큐브스트리트 보컬,기타 볼륨 세팅 어느정도로맞춰서 쓰세요??[6]",BJW,2012-11-15,242,0
1299,엠프 전원 및 허가관련 질문~~?[1],JYD,2012-11-11,219,0
0,?엠프 전원 및 허가관련 질문~~,뮈췬마음광구,2012-11-11,0,0
0,?엠프 전원 및 허가관련 질문~~,랩질의 R,2012-11-12,0,0
1200,부산에서 버스킹이 하고싶은데..,비오는숲,2012-10-21,67,0
1199,슬슬 춥네요. 손시려워요..,대일밴드,2012-10-21,68,0
1181,통기타추천부탁드립니다.?[1],신드,2012-10-18,112,0
0,?통기타추천부탁드립니다.,김캡틴,2012-10-19,0,0
1152,버스킹에 관해 보고서를 쓰려고 합니다 꼭 답변 부탁드립니다?[8],gkqhdbsemf,2012-10-12,141,0
1122,버스킹를 해보고싶은데요...?[8],구름타기,2012-10-05,314,0
1045,앰프 채널이 모자랄때 Y자형 분할케이블 사용에 대해서..?[2],체리선버스트,2012-09-14,147,0
1019,버스킹하실 때 보통 몇 곡 정도 하시나요??[1],죽순,2012-09-08,306,0
1003,카혼 처음에 어디서 배우시나요???[2],뮈췬마음광구,2012-09-02,154,0
1002,보통 버스킹 한번하면 얼마씩 돈 받으시나요? ?,이창환,2012-09-01,349,0
0,?보통 버스킹 한번하면 얼마씩 돈 받으시나요? ?,라우들리데시벨,2012-09-02,0,0
945,앰프에 대해 질문드립니다~??[3],psoccerp,2012-08-13,332,0
936,엠프랑 음향기기 대여할 곳...홍대,hsno64,2012-08-10,80,0
926,질문!!?[2],프로인트샤프트,2012-08-06,98,0
925,공연하실 때 멘트 어떻게 준비하시나요?,헤일리카,2012-08-06,124,0
924,홍대에서 친구랑 기타1보컬1로 버스킹 해보려구 합니다..?[3],hsno64,2012-08-05,276,0
922,앰프관련 질문입니다!,버스커버스작어,2012-08-04,180,0
0,?앰프관련 질문입니다!?[1],다크엘,2012-08-07,0,0
917,버스킹할때 앰프와 믹서에 대해 질문드려요,tutm16,2012-08-02,317,0
0,?버스킹할때 앰프와 믹서에 대해 질문드려요?[2],김캡틴,2012-08-03,0,0
897,건반을쓰고싶은데?[1],GlowStick,2012-07-31,108,0
893,여러분은 어떻게 공연을 시작하시나요?!,버스커버스작어,2012-07-30,188,0
845,대구에서버스킹!!ㅜㅡㅠ?[18],거리의악사,2012-07-01,250,0
803,서울에서 버스킹하기 좋은 장소는 어디가 있을까요~~??,ㅅ,2012-06-09,99,0
787,버스킹할때 전기를 끌워와야 하는 상황이라면 보통 어디로 가나여ㅜㅜ?[4],ㅅ,2012-05-29,280,0
741,버스킹시 음향장비에 대해질문드려요 ㅜㅜ,tkdmldl90,2012-05-16,257,0
0,?버스킹시 음향장비에 대해질문드려요 ㅜㅜ,leeve,2012-05-16,0,0
739,버스킹 장소관련 질문드려요 ㅜㅜㅜ답변좀..,tkdmldl90,2012-05-16,195,0
0,?버스킹 장소관련 질문드려요 ㅜㅜㅜ답변좀..?[1],졸린쥐,2012-05-16,0,0
734,　두가지만 질문드립니다!?[1],신홍연,2012-05-15,114,0
730,　버스킹에 관심 많은 학생입니다.?[10],신홍연,2012-05-14,248,0
729,버스킹관련질문이요!,tkdmldl90,2012-05-13,50,0
702,대구에서 버스킹을 하려고 하는데요... 조언 부탁 드립니다.,난다,2012-05-02,245,0
0,?대구에서 버스킹을 하려고 하는데요... 조언 부탁 드립니다.?[1]??,김작곡,2012-05-02,0,0
697,버스킹용 엠프. 추천좀..,졸린쥐,2012-05-01,583,0
0,?버스킹용 엠프. 추천좀..,다크엘,2012-05-01,1,0
684,큐브스트릿 vs AC-33 어떤게 좋아요?,나나,2012-04-27,215,0
0,?큐브스트릿 vs AC-33 어떤게 좋아요?,다크엘,2012-04-27,0,0
630,버스킹을 너무 하고싶습니다! 그런데!,rae0125,2012-03-11,203,0
617,노래 없이 연주만 하는 버스커분들 계세요??[2],헤일리카,2012-02-29,276,0
0,?노래 없이 연주만 하는 버스커분들 계세요??[1],국민각설이,2012-02-29,0,0
0,?노래 없이 연주만 하는 버스커분들 계세요??[1],지더리,2012-02-29,0,0
613,버스킹 장소와 관련하여 문의드립니다.?[1],whwoals515,2012-02-27,167,0
